Freq, Harmonic, V0, VAngle0, V1, VAngle1, V2, VAngle2, I0, IAngle0, I1, IAngle1, I2, IAngle2, 
60, 1.00000, 0.000564287, -158.701, 20758.5, -0.0838133, 0.0234867, -92.4698, 0.0870731, -50.1804, 6186.81, -26.7255, 3.6246, 11.5912
180, 3.00000, 9.82157, 105.129, 0.0115459, 145.182, 0.00555321, -112.59, 528.257, -158.531, 0.61009, -120.054, 0.293433, -17.8263
300, 5.00000, 0.188887, -24.1571, 0.134919, 81.4927, 111.376, -61.7555, 6.11955, 69.6569, 4.28697, 174.355, 3538.91, 31.1069
420, 7.00000, 0.173609, -148.896, 103.902, 70.7059, 0.245452, 110.068, 4.02191, -56.1693, 2359.61, 162.751, 5.57419, -157.886
540, 9.00000, 4.59807, 150.269, 0.0134903, -170.667, 0.010691, -68.1263, 82.8868, -117.61, 0.238342, -79.0759, 0.188885, 23.4649
660, 11.00000, 0.0919048, -115.171, 0.0780567, -11.1656, 27.2035, -153.303, 1.3558, -23.4352, 1.12848, 80.1363, 393.287, -62.0014
780, 13.00000, 0.0471433, -31.7121, 14.0418, -172.466, 0.0567738, -133.243, 0.588551, 59.7567, 171.786, -81.3639, 0.694566, -42.1409
900, 15.00000, 2.41915, 27.0402, 0.011337, 65.8801, 0.00987684, 168.444, 26.1767, 118.313, 0.120209, 156.835, 0.104726, -100.601
